leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA,yoga
37.03057852358042,11.837925116201886,132.57087260641325,79.4074086038907,41.64411624575481,14.251321647898312,178.5015390530968,176.7430746450496,6
37.46217141146674,11.991845913407898,132.25738967839607,78.90785172599118,41.41386753197324,14.52378387454035,178.52315694511762,176.7228604319381,6
37.34393165033626,12.098105097702415,132.29323687709152,79.22112454949087,41.62187999130042,14.50705555681346,178.5266030514854,176.84450951373947,6
37.14096303009339,12.20323774347919,131.9266204803412,79.24364116100821,41.64791001926182,14.435236317985112,178.61386348168173,176.7236769225424,6
37.18478982554382,12.1909931987966,132.20086537633605,79.0768864401773,41.83342814015421,14.444772670107549,178.4623250698296,176.64493659393867,6
37.08608422112136,12.089585651311266,131.79248613597207,78.8195030030472,41.88061463446556,14.573031658025148,178.5374495423633,176.82830648279813,6
36.80688349909944,11.942409221575153,132.5780790727727,78.82619715748336,41.692043273745405,14.491104075130176,178.37999478767682,176.8040289722755,6
37.123324200444046,11.841282726889268,133.09172076608422,80.65938793071018,41.34873553997608,14.54795195904114,178.22264713259307,176.6301915345402,6
36.978320363965,11.927737975309311,132.8901240354343,80.35328001421385,41.57321326807088,14.436147275860154,178.46787104113642,176.77120707385896,6
37.400438533508215,11.884563243062276,132.14326538694192,80.00853304540834,41.76006691332767,14.412036971547964,178.43931078476584,176.71444074926475,6
37.38733260419506,11.813976084069298,132.4159621418661,79.2389832589862,41.92888790078982,14.337968357989398,178.47196021702482,176.6405942838928,6
37.31081109223897,11.763328828449268,132.6846529184865,79.34775844817807,41.914391826796844,14.519523180577137,178.3417447976875,176.55826424879456,6
37.083556191897,11.923245289892106,132.9949955975364,80.12013473463196,41.65152244272671,14.52269046876099,178.333119005182,176.66027395739525,6
37.33298369731541,12.12890633838735,133.2730523864061,80.03173114749961,42.256024387262016,14.401176273225005,178.0529831728613,176.42466985336108,6
37.30953260479895,12.07596122601773,132.96632225226065,79.93425727835455,42.50642423722201,14.647763898863316,177.9083298374804,176.40604424121292,6
37.15289487002708,11.97243405663709,132.63636124033167,80.58306467855641,42.27256183797035,14.565940893374744,178.00608274566082,176.35891178325855,6
37.34868214038318,12.0104633079681,132.5633905649419,80.01504622949324,42.375272957330886,14.525156683934831,178.0235141185543,176.39429187677263,6
37.42282359344253,12.030681048275932,133.10728151456922,79.90528359127165,42.49548477976753,14.644982633871695,177.99813462423506,176.42245696817264,6
37.896890410624735,11.96685123495257,133.07528041373666,80.36718259934537,42.92631144066196,14.505975093631612,178.10408347806364,176.32800931318818,6
37.97642537507362,11.84746241072377,132.91378115352973,80.10090564099778,42.65017624561368,14.586047304789108,178.05973583786934,176.47797672157893,6
38.05631656223253,12.092183283253627,132.49181358796938,79.44163847320362,43.25571680553253,14.560145624557036,178.25768358755198,176.65035589784918,6
37.88466682662942,11.935264954480678,132.8887501470508,79.94072456377859,43.2036033456123,14.57806863058036,178.21851175608563,176.6420269665232,6
37.95524080020456,12.075875675067325,132.83278661857287,79.29210156215458,43.26705382430652,14.498478467147685,178.23726511372573,176.53251725353672,6
37.35117515089723,12.13192517528215,133.6024565585287,79.35509647084513,43.325602450325285,14.496007609471365,178.40887727256148,176.683528110171,6
37.54047133606845,12.12628997659315,133.0174917824315,78.66655799980714,43.139975353630014,14.555840748590322,178.2742094074818,176.41754800027104,6
38.097853241034514,12.269224918772313,133.1166556611999,78.39329553644797,43.13070261915096,14.421182640362357,178.4405832531014,176.61898059808064,6
38.42917641935946,12.023483796064182,133.63266448875203,78.90607803354072,43.64108741205766,14.479573785760229,178.2292052095327,176.32365168557408,6
37.99717148296514,12.015773503043508,133.18197541527897,78.75896614774865,43.68307984658313,14.36561145001762,178.34870057971784,176.33861803991954,6
37.527620800840005,12.057726378922856,133.22513538622167,79.0001760306871,43.696334818163606,14.576712283741582,178.12623556079254,176.138089704012,6
37.63931741443674,12.1077564899033,133.3197735568142,79.18823279148427,43.63941626214677,14.5012475020877,178.26617581479272,176.2727796320616,6
