,leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA
0,156.00991371674155,16.637874527659733,176.59240107674486,166.85207231835528,161.8563673408944,13.80151135932809,157.36632824267662,146.5026101646363
1,162.800960802295,15.466944296936134,129.61709217457215,126.88678343279905,162.7919307364262,14.999319631171382,176.11655736168066,161.94839313746357
2,163.74169791791496,15.77090635310123,178.85565597581584,174.71089658870554,165.48437258268834,13.90230719403395,174.83893312400076,157.87531580310397
3,164.10075891423836,15.169426203101677,179.15129301414552,176.81645416597334,166.21888829150575,14.412301025969784,176.6591654274871,157.88572710786008
4,166.19856167957707,14.37367745626237,173.20536212579748,163.92270989504465,165.73998954408592,14.25251541853316,170.71954385566158,178.4806469105355
5,166.05686198256078,15.101826953238533,179.9777969729971,177.60621806564822,166.13770006463767,14.658119570290765,169.68886681606992,178.5255178394707
6,166.28733745277762,14.547195757733313,172.10311975826625,165.7235494225218,166.0315406494646,14.379036513130337,179.35956512001738,162.2188699329771
7,167.59988075407753,13.21999387719664,160.29536848784988,155.32040733611328,167.90529635094495,14.169967561240417,177.6969846226922,167.86233654299537
8,167.58326142415982,13.073638467778371,161.39928554725716,158.26261031310935,171.07680992359582,11.141140973356775,177.65572091027934,166.4772595531036
9,167.90171231974492,13.020357291654411,175.87688891020775,172.50847066458522,169.7775632274251,11.709719314605934,179.92254714204893,169.7954655762571
10,168.68238962860096,12.729137483330417,164.2211171306911,161.20803636765646,169.17319155028818,12.053881770702015,168.61542441190872,176.559427103586
11,169.27195297996792,13.086050494386493,170.7848315723988,168.5512819925177,169.43765686787688,11.78291724209498,175.80677946264646,169.39428860313546
12,170.16447935115917,13.614858999738107,178.80512854837514,175.70691977915678,169.2693733849214,12.283823358182085,174.59705091821263,175.61818226597927
13,170.23871018886993,14.199725491412595,178.6261735029209,178.24259296411293,170.0988712823563,11.921855252509912,174.6035721227061,175.64048482415555
14,170.40954404818677,13.050959432881701,176.2405261601869,177.0603386040793,169.2592332342473,12.313111047551413,162.75060206622408,165.05390482505118
15,169.40899667069704,12.304172892846399,178.15201107536092,178.49862282368858,170.7848490030019,11.94402498911457,167.80382008329073,175.1720709698931
16,169.00503720920966,12.044057707266612,162.4775177798834,159.72885864516175,170.77371870299598,11.778320485639572,173.36278910326376,179.55945801289653
17,168.82681207298748,11.796645760550298,155.0784798510985,150.1702374596512,171.98132440406502,11.284030660444895,169.29936819745885,176.4126412351373
18,169.1938377891642,12.002464464339218,157.4171007206267,151.98883661579714,171.83164088530856,10.987870116640893,169.77666578298957,178.244739779677
19,170.02926985587945,11.940843279191668,156.3760001995249,149.91909475059373,172.11476212819053,10.906141378238933,172.67427144717595,177.45805960320985
20,171.5194512472311,12.963830297401136,163.58408530584177,160.86442137561494,171.9618173351462,10.901011818166586,171.42154017839695,179.7444055541067
21,171.62714938230047,12.945310213367371,172.96211470644204,172.56609373093465,171.85276550166697,11.317606198786189,175.97664155143096,172.07812818514725
