,leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA
0,172.78756183007474,29.435308226706375,171.06527884602247,177.41524264036823,179.61485072543488,19.10491619236699,156.98676569384676,179.93783859849722
1,171.2163857437169,36.49878717823671,172.2734687442897,179.92819415191738,178.26562809650193,18.528290200966996,155.87771705590282,179.45062629589262
2,173.81048445529214,41.467165795392866,172.13457905632956,178.1297177794367,178.21613166200854,18.548080468187262,156.56205837439626,179.3955736611718
3,175.8847049436192,43.60717950660228,173.0591969595739,178.51487285938092,175.63918826898407,17.84690293972045,155.74183943695903,179.1358703827961
4,175.79089924490793,43.78866338664871,172.74909928732825,178.2324988021421,176.88293046131756,18.410213562280063,155.3259974317316,179.68290727020482
5,176.61945087899426,45.9966526786104,173.08699202697755,178.98281289758748,175.2393561237736,17.840349714323974,155.2609372630917,179.83394484098062
6,176.23717280744071,46.44019952320415,172.7507891638472,178.58946107976487,176.4859855622694,18.537431038431635,154.9322304152874,179.43384852515618
7,172.25492029604763,51.944487513442766,173.51342566770415,178.87860474344768,174.84574658029675,18.20209729890514,154.22233881597222,179.06549946521056
8,172.16807362057966,52.30801570172429,173.26361451399268,178.6282569209728,174.85622105575976,18.505708560186,153.66297414396524,178.7187078844987
9,171.46126219084164,59.511145855018924,175.2424773379966,179.52013642910015,176.01045719236072,19.349013615073154,152.76812829325053,179.68705142790625
10,174.9334234621471,62.00537342514246,175.71228582627367,179.53090107270793,175.78444500551473,19.673005848003545,152.13373063772636,179.4274337351555
11,173.791265477262,67.13130774854841,176.17604399513525,178.6102143878695,175.38339682383847,20.21402477008867,150.80881421803988,179.4386075486433
12,174.6554398834618,72.19409198946977,177.10496276841792,178.57214831921453,175.71755246612224,21.65704224755584,149.07842641183709,179.53122212535828
13,178.55362611364257,76.82828776808931,178.88561785815656,179.24064071325333,175.52878757242595,22.84215414749345,146.57393694665157,178.92985097209737
14,167.10261635888926,98.64537220244446,179.08253821230352,179.1891970993417,177.23059228322532,26.34004863681635,140.50965412759444,175.669941231931
15,170.69452052346298,102.55724360112876,177.63429791925094,178.6282864955483,176.79873983702936,27.73040164139563,138.42918710232624,174.99237819227852
16,168.37644362843747,110.62220057044725,176.63617048188044,178.30290131515943,176.96472662779829,30.135708657935364,134.64603617097674,174.02896730226058
17,168.40181202169245,118.07477677026316,175.52649008635842,177.4345648011782,177.5500700163165,32.81198231162803,131.23676015601825,173.50193220183266
