,leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA
0,130.34465670993168,8.15221843873675,86.36239401654606,165.0657988442313,139.16661224236407,29.66391021346751,78.97462580320602,157.77224542563428
1,122.66168185562702,7.050590095085073,81.52807103224828,145.6325494161102,140.72774736586246,28.876326677627315,71.46984593317673,127.56239999784245
2,125.47472052072686,6.931772023641964,75.20860683077773,132.31084296409972,142.45681380776455,29.098562787279036,74.92820031172892,134.22448623714044
3,127.39649879803045,6.932497618381853,73.55782284333839,130.27066847871947,137.93338950727218,27.462501824083436,68.41131572202569,126.8402615556494
4,126.33746774300116,6.474683584883521,73.65118230132994,128.85346391062475,139.1836221459499,27.567749089581323,70.68254892611458,128.89498726826343
5,126.39578130843492,7.006396227668387,73.52047069963936,132.40054555823824,139.1608340008824,26.84875821240716,64.9906501698898,119.41237731522675
6,128.16811374015708,7.100472459803986,84.00370189893371,146.3372030246548,142.16483310126853,27.214686975668865,64.31975316588823,115.72116992323002
7,127.6704603777159,6.773657522486898,84.79028887249952,148.9837164629859,141.63406362034928,27.59238252571959,66.24325147522292,120.28392631748338
8,124.59266247006917,6.5745537450504035,86.47745178152164,146.07967391477732,138.12515927515574,27.129566353793635,66.29300005749464,116.39707101952845
9,125.18376310171405,7.264367869529246,86.5627382430161,150.74986677004446,135.79440289283022,26.781555069326174,66.33334470268171,116.56896638932774
10,124.01901598770718,6.938739565793314,81.20213161296006,134.3307621880501,133.08642802690372,27.123397305706852,65.37415163486422,112.87320531990552
11,124.91705724973883,6.117051065398521,77.65935414595327,134.67334885976433,133.33767996387542,26.311806208331657,64.36070168241861,112.8697605988665
12,125.08186142227893,5.707414616491091,83.51502197816828,138.14944514982682,133.19549715221115,26.32025054101352,62.600940495150205,109.03224580878647
13,126.41920210210509,5.989080189132178,82.24444548407747,135.31890189119218,129.64191649727263,25.440940917374665,59.53207826082395,105.41136713891804
14,127.05347053133951,5.964245767968085,85.18607101910565,138.811516479144,125.66748788856489,24.19816257881194,61.51325126244138,107.44224897458118
15,128.43240181503933,6.55858376918703,84.28761027290305,140.71031973134023,124.181078988004,22.12021329965283,64.24863419027395,107.8962247471843
16,127.924021718749,7.193615522313087,85.96679053965885,134.33086918560912,124.84135165283044,20.51014334337411,64.36507289336652,105.5410426650474
17,129.95220539961,8.013805523019398,84.6842054873184,131.1362916931944,124.60376250668861,19.427505701287316,68.8538468309022,114.36469629385596
18,129.70791550517146,7.247608457655078,85.11158576549647,132.01844016427168,125.12778176835744,18.889769058193387,66.95007150736124,112.02089343969949
19,129.20026700345815,6.97368157442965,83.37064354771205,126.75142845630569,126.26274498056526,17.33634158246106,70.82967885294268,110.24207217866226
20,129.48198257642935,5.503305397028035,82.53268585203493,126.73009287966862,124.57982184418316,14.389241593022126,74.266474979289,111.56917768790953
21,131.30404143205158,3.633823597850892,87.01533767873295,133.77389850133434,135.84376260882448,12.15463928561613,75.31170042682763,109.72197998732334
22,131.57284183900788,1.800979141069387,84.22906014302387,142.97479200279162,131.46148128691937,9.760287057912016,76.82687486283594,117.8405823232738
23,130.36910227464853,1.2335226175457155,83.19383957107618,137.26547957889625,126.53545894120467,8.970092015402036,75.1763382671371,110.0243339687063
24,137.9580201389552,1.7634433644538128,83.52502035744041,134.68153169389785,135.8780376542618,7.150884299921635,78.9118899132961,121.2714772140454
25,137.8875201459693,1.6733582317725473,87.19385338678245,138.35184014000825,130.33873189478484,8.000477767177028,85.59968729004532,126.78638478820722
26,135.74063186967044,0.163666695539519,91.4748274937344,141.88050987437168,137.74551299243217,7.478614872105723,97.45186564355437,142.17557394882672
27,132.26441265223752,2.5495510369285044,90.58941539393079,141.80846179280024,136.27995660901567,5.694754934779711,98.46564771555178,142.62210720976728
28,124.38481571985227,7.484919040927825,90.2405972832186,140.47432420885406,126.91434396568545,4.805510488994799,100.04642827741336,144.78239789716585
29,124.64835530612962,11.477567246285231,91.32426227666066,139.3303312597174,130.73307406489,0.2299182850896345,103.06631419976642,145.26034372047215
30,125.03698784117108,11.974319643099781,87.19197784405554,134.48266911371425,124.46067713080978,0.34410339629745085,105.61943739195665,153.4855525031851
31,122.5258860323703,15.23526705875083,90.62968867317605,135.20095638667308,139.73541501623075,0.34659812231959075,106.11690986586757,149.7510459479677
32,121.16970323158702,21.015777271113013,90.81784903228625,129.9633291379514,162.09734198969417,3.542779297512627,113.42179523550334,153.45185307337084
33,123.93824258549722,24.445318304936766,94.39499177299194,139.58618358797344,158.34420167748596,5.512003429043832,113.0427623245001,155.91634194430856
34,124.69384129310876,32.9011278541764,95.36736051614834,136.6171890620833,154.63923816935002,21.000763393612665,106.35401362418028,144.28461176241711
35,126.36029701239306,33.13370379813699,96.05486876977403,133.65237805553966,152.01807566064252,23.778854593271834,108.19167961012457,143.10628206638583
36,120.80369088514362,38.964727239840514,89.91924454313163,127.66224550993016,146.24161236870074,29.64863589161768,93.69226790756873,125.93408975946932
37,122.9933858351524,41.81814642105716,91.39147840829736,131.07674461881263,138.55990896221223,30.993424083770094,96.71288277829727,133.54273023160178
38,123.16768955521499,41.56151769433901,82.83144581857216,119.8532617152227,135.74182056726656,33.787372720250005,90.91790541882443,125.10515779526445
