leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA,yoga
164.45304306431876,174.89851668525495,179.33101560402682,179.5206332155352,164.29068726886896,179.7025265088638,177.0896534888175,178.32460532709956,4
164.28597170982349,175.01000663261743,179.6001072026926,179.65365881124313,164.08427750437662,179.58081000431514,177.11932042077368,178.42526107669707,4
164.35579857030004,175.00404340511238,179.6483448295856,179.8739028280766,164.27868043101512,179.58476506058744,177.04619503228045,178.3063164081955,4
164.24515646896373,174.96577072842905,179.54102005016222,179.8581648498669,164.29222553352983,179.52099468171977,177.16229066900397,178.52397957957612,4
164.27483892395256,175.18576326998198,179.4815243673337,179.91289545915745,164.14369440675688,179.31464389950133,177.26068713429427,178.41992342396262,4
164.20283974250708,175.00993908385027,179.61764768639767,179.9035095592483,164.00288281161238,179.25566036968712,177.23608706930148,178.43425315131185,4
164.3454209170473,175.00205631526035,179.4310503707277,179.6256933217358,164.08909007717216,179.35856536371287,177.31849195898943,178.6491290103061,4
164.29389742306554,174.72910023829806,179.44725826662255,179.4422621916926,164.04971223248367,179.34928768113014,177.17170875320687,178.5111164067599,4
164.27346072082608,174.85027896274886,179.20036960599654,179.274257938331,164.1721971017307,179.27372838319403,177.08031786939043,178.30770015621377,4
163.96980252570214,174.83229233568906,179.2681506129593,179.2461832777189,164.04733608451642,179.3438033791149,176.7806203887535,177.95503022526188,4
163.87383590222973,174.93347189183578,179.19110821987852,179.47430347301616,164.17382463068395,179.39419099366032,176.66679393320337,177.63315763091043,4
163.88997817149055,174.8368651063514,179.1671809909253,179.39983063512497,164.13399539520935,179.24133553092125,176.4577477041152,177.41699121827506,4
163.8833412387974,174.95236013111403,179.0442988593494,179.2544562558441,163.98176254576117,179.19826615226827,176.38449822953842,177.23960322048566,4
163.9076407575004,175.05647618409745,179.08209219234317,179.36080192358202,164.21577448576735,179.19128255356924,176.52085303762195,177.35570930488967,4
163.41814054221112,174.50492506225962,179.3453800152592,179.23618784718448,164.377894063173,179.44518914416022,176.8435245211811,178.12133674482058,4
163.52097068588756,174.49199149639205,179.44203361723677,179.2745979362617,164.6026861439344,179.79373400753505,176.7466544815261,178.16597776908696,4
163.65091125653444,174.84772370901322,179.38909991244412,179.4159044607507,164.5160816241223,179.76856407169305,176.95147311252302,178.27687239683902,4
163.67173818480254,174.92892424556558,179.3114874071383,179.22488549556624,164.44106325800203,179.72006837457977,176.91983199151417,178.29612880090522,4
163.8758252407681,175.04956684073574,179.263192365502,179.1402552543984,164.31159465308755,179.63844941018854,176.8208207597432,178.39356930188978,4
163.69726346397073,174.79776568780733,179.29751636799423,179.04772862307095,164.27750745665946,179.69816498333196,176.8233433319651,178.3366256291335,4
163.67039880888805,174.62752036903922,179.32886878594775,179.13430145716168,164.34160714180663,179.7316277659468,176.8273615819936,178.28728247437172,4
163.83287954500867,174.75302537750082,179.367623348,179.1122192509908,164.37677602087672,179.84967057758786,176.75423590518835,178.21378761048635,4
163.61502314157502,174.5177881789109,179.5562534286944,179.25880045419487,164.31113248605473,179.8969352614862,176.7384637749223,178.1361017761505,4
163.67192843717854,174.76995608727734,179.40456399595553,179.32316886502846,164.6438593192945,179.9387537777442,176.88257528028467,178.1802899395638,4
163.64008836855032,174.85951825102217,179.28401715152216,179.32043497890675,164.57136652694442,179.9846867569917,176.937643185722,178.2750382010773,4
163.68317932672056,174.8998317375281,179.3322892617422,179.39225412595664,164.459557947774,179.9016430597296,177.07720328375478,178.42465789953073,4
163.6861366750543,174.83643709663926,179.34869524402853,179.53153072296692,164.4025024283163,179.96960277677638,177.13090593356333,178.51538130275367,4
163.63071148339287,174.89207822758658,179.40995123189913,179.5490551116161,164.40157342588037,179.79745973960985,177.12529248719926,178.5346382732703,4
163.6161358277,174.90597872256433,179.50056114084902,179.3987806510673,164.11414554906116,179.8743299443896,176.98639822583124,178.45924765171097,4
163.8059284544791,175.040892344704,179.5331475306231,179.55438414849166,164.20043476686752,179.85954147082722,176.86877779557008,178.31425203940114,4
