leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA,yoga
177.94460705740474,173.90589470323513,179.5402976502571,176.64898043799963,177.29104552251405,178.9205919985084,179.202112239468,179.31145382652505,4
177.78926515510145,173.90766722640026,179.47422908006698,176.79134589876656,177.76321779427712,178.63321244602665,179.4503728505947,179.81027521306,4
177.6870185909376,173.93952758956107,179.47383303114998,176.78438266966995,177.7122795702412,178.63935331166837,179.4484592264896,179.90314422580366,4
177.69200469792804,173.97088143131128,179.57043926097612,177.10940633769607,177.41448095834414,178.758108452971,179.26263348998475,179.6199760192248,4
177.92866322209125,173.9389466056573,179.46396702795423,177.1243468116488,177.2150618398244,179.08172727789926,179.4196395033919,179.577762675928,4
177.67172008967472,173.77747832320767,179.5091570893155,176.9842471885831,177.29135465965103,179.01216257077152,179.32146301524105,179.54437993896454,4
177.64454469753883,173.79028047051602,179.56424472595282,176.95268303495826,177.04608636874627,179.31408363050838,179.20950979501455,179.4538671971856,4
177.69583858102004,173.93592644664733,179.6035712060737,176.86266789801877,177.16815866400785,179.23701576385113,179.34610564380378,179.6088065106023,4
177.51364800615443,173.84058583591016,179.56255186487508,176.82272726011593,177.27082168453148,179.18542338960208,179.2499196799753,179.38692163988017,4
177.3566594549272,173.61072509081774,179.41205109451298,176.86809939548368,177.2864834874796,179.18494475515962,179.3452438127559,179.47668275045658,4
177.84457355448328,173.86164267691018,179.33194211473182,176.92793989156743,176.82932853754198,179.66484401753863,179.44340214298612,179.46255039132632,4
177.67025791274145,173.90912474081466,179.33722791974532,177.04465013289226,177.0362500739977,179.41649809638466,179.383102879877,179.4810325807276,4
177.7866799675043,174.0545974253906,179.3174079699902,176.91862284825817,176.86193041070746,179.62756057734077,179.53146606632853,179.62738472386914,4
177.62097345052075,174.06626043351605,179.34113540821258,177.0951149284898,176.96730430295034,179.47043362815228,179.51334957020774,179.6999380136013,4
177.76728390651894,174.0570811195295,179.4307499593553,176.96306824857123,176.86313658559163,179.42936813061152,179.39575437502185,179.58749615747178,4
177.72276171363578,173.980867479167,179.33866640091208,177.2213660485974,176.81738600310274,179.45513678559442,179.4730930116732,179.70110780850916,4
177.6704178573627,173.9416436021692,179.43678494146894,177.0798953901461,176.69426908476575,179.6766635430144,179.4260608877266,179.63522758888865,4
177.5381968403429,174.0543147894292,179.57652411405925,177.0011518470242,176.85653575107926,179.50079145424658,179.45351253674295,179.6959703081182,4
177.76066192838547,174.27708481297347,179.64438239708892,177.05788221573923,176.73827738024744,179.52851707314852,179.2945874512284,179.55759960530546,4
177.38365475169277,174.14873037518004,179.6371355364603,177.01997757535693,176.17993074755944,179.9330096997168,179.42118671670534,179.72834880929778,4
177.30109058896338,173.99069058565348,179.72969381133927,176.8497196158972,176.31017289088126,179.90143820533325,179.32732286986754,179.6087636386013,4
177.65229625753267,174.10626230602335,179.4457228369083,177.1219785920033,175.9170696160867,179.77610265707568,179.4135049339352,179.57308187669815,4
177.74382218137848,174.0319049743107,179.38685034611584,176.95812131817038,176.5270791699449,179.85296200668452,179.3541532940827,179.49339659418197,4
177.8507294272066,174.06870283395872,179.35928760923312,176.8005046928666,176.93356338892025,179.66558558988044,179.41505180042765,179.4598766441253,4
177.92300477257038,174.01908511733998,179.29129701687827,177.17575614291533,176.4873332740775,179.95432480386273,179.40649822003022,179.5960308280046,4
178.28066203438027,174.31859645530332,179.40202444666795,177.19510177882066,176.12587868181362,179.99076085253836,179.28985517955635,179.59948716610378,4
178.1965522563357,174.26118214992547,179.42455042682133,177.2561730800878,176.50757450611914,179.71182527367668,179.2932178036891,179.61140922731687,4
178.29035973240684,174.24178395696146,179.4711098231065,177.0562121533593,176.40620632047057,179.77644569892442,179.4799168004016,179.62108418394735,4
178.58777909649305,174.36211853249438,179.42985409725287,177.1169070308905,176.59914019297065,179.61963039263097,179.56048890624615,179.71939471635048,4
178.8896581740456,174.45283839495266,179.42341852397058,177.1498820397086,176.25152860783697,179.8156148482296,179.47830167666245,179.59150955296244,4
