leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA,yoga
168.1282366237466,10.554363112522802,177.89982732990583,162.87952624239946,150.96739023038307,42.15228925866881,175.87647610221313,165.71111923423334,3
165.17553133548242,10.38621060406553,177.36409434251067,162.0290786360598,151.3662916009136,41.70140383241511,176.0872800668551,166.25724525480695,3
165.18137903119876,10.502283275419243,177.28731338240638,161.69056774750894,151.66701442493485,42.15290355236845,175.22131059892786,166.67404244611606,3
165.6629023395808,10.36982346756593,178.795462608991,163.214898705919,152.1929511612821,42.1388666769596,174.52673748253892,165.85709663401946,3
168.21208403451695,9.916151453169798,178.02333151855458,162.57802607036066,152.74738046720014,41.87387458004157,174.12443598151026,166.30434837067048,3
168.93497663397446,9.76576006162555,178.1072842443345,163.06081461372278,151.91491873499663,42.10688746648467,174.05040169054814,166.46873286972834,3
168.3808061543809,10.513379334979774,176.9454928521515,161.58388792482012,151.5029619732023,42.083241857792814,174.8772926727387,166.50130237711787,3
170.12358285239702,10.059552079389231,177.5179317622956,161.46467474459544,152.41433270860313,41.55943741358933,174.55643533385432,166.2453318279119,3
167.58625133974954,11.070150382081213,177.5452747998451,161.37489196047895,151.22796042481946,42.025793816370005,174.55399250560365,166.3591697704168,3
167.6258448063882,10.752673065990798,176.91136749173532,160.278309202128,151.54629647331762,41.93680886891451,174.46191315309045,166.56542794727295,3
167.56556560931614,10.734830631164328,178.04533852854075,162.24598107217884,151.55819173879794,42.09614862576407,175.0340521588653,163.98063192951204,3
166.37488064216475,11.21027020400481,177.79381926353685,161.80170120814643,151.4888808702214,42.13042536051056,174.9774599012199,165.17343033008692,3
164.62632308541188,10.272562594518966,178.36526724719909,163.30257940563092,152.04533797026167,42.17882756573987,174.88697167037765,165.2778461907719,3
165.18907505141098,10.866733306446108,178.25333622901107,163.00367900130928,151.22888783408683,42.2171045642889,174.9107707487353,165.44038828906494,3
169.11744775627523,9.762620469783489,177.7356014179402,162.42416131765083,150.93266439089552,42.081541969643,175.47674048152436,165.11812258860468,3
168.87821353405843,10.553628141492071,177.33701058569775,161.8335685960735,150.8278729766138,42.32052939920618,174.9237623016873,165.92840072709893,3
168.43303995710573,10.030288097292962,176.7014914247132,161.54257254318892,151.8761982294932,41.611738468081846,176.3729611054577,164.53484700225715,3
169.0663409014713,9.671330113169477,177.26459702925573,161.78811625794415,151.5839680244467,42.11081531983029,176.1751541261652,164.70302736459,3
169.5327146594382,10.048240674161372,177.03714737786535,160.93745444520042,151.07658574106387,42.67832643236332,175.51024715301543,165.4534654462578,3
169.59026977392853,9.96743215621614,176.7200519964075,161.09337383972337,151.29293741559408,42.43857337710666,176.05198420470768,164.88468671631466,3
167.76137417307422,11.205967611843102,177.17161951663803,161.09573683415223,151.19659706134814,42.45653647443135,175.67258972495512,164.95187513295036,3
168.26148608044775,10.875332352636883,178.285215836874,162.11854888952928,151.14669287733628,42.54608008793572,174.8854253486552,164.9723046005166,3
169.04497755501785,11.1398092991445,178.12174641949875,162.85823848127814,151.1638641477766,42.39016917030341,174.7992688699223,165.48383263156234,3
166.02180196139471,10.733731581943792,177.19713389821123,160.8379676604859,151.0100286648119,42.538221618238445,175.2649323916773,164.53657886271398,3
166.95786421874655,10.22365549196851,177.63495937315778,161.4190586937686,151.49379048108315,42.147036123602994,175.07162567911206,165.22704888991925,3
165.72901367601563,10.276479277442355,177.26288725889776,161.6640661388856,151.31849946810237,42.08781320491276,175.43861817210274,165.44614792095408,3
164.6765634034468,10.218880397092798,178.22620660178376,162.92702164579595,151.54136727760843,42.12670835347098,174.62228764374052,166.52285439930515,3
164.60614284517928,10.875086406103703,178.10191778629033,162.3315280695252,150.6665025304966,42.54017674561319,174.77496204418566,165.3274186632541,3
163.9293339625634,10.598678439195512,177.6307231755832,161.74477437654525,150.86893272051594,42.35840909282218,174.52528523581063,166.4217966874775,3
163.9488932526697,10.99409852138947,177.22881626716514,161.12753198634408,151.38615002487,41.94902026884015,174.93335326746208,166.40947476778078,3
